asset,time,headline_count,positive,negative,neutral,score,confidence
BNB/USDT,2022-08-19T12:00:00+00:00,3,2,0,1,0.6667,0.7921
BNB/USDT,2022-08-19T16:00:00+00:00,4,2,2,0,0.0,0.7543
BNB/USDT,2022-08-19T20:00:00+00:00,8,6,1,1,0.625,0.8092
BNB/USDT,2022-08-20T00:00:00+00:00,2,1,0,1,0.5,0.7936
BNB/USDT,2022-08-20T04:00:00+00:00,8,5,2,1,0.375,0.689
BNB/USDT,2022-08-20T08:00:00+00:00,7,2,4,1,-0.2857,0.741
BNB/USDT,2022-08-20T12:00:00+00:00,7,6,0,1,0.8571,0.8344
BNB/USDT,2022-08-20T16:00:00+00:00,1,1,0,0,1.0,0.6547
BNB/USDT,2022-08-20T20:00:00+00:00,3,1,1,1,0.0,0.8043
BNB/USDT,2022-08-21T00:00:00+00:00,1,0,1,0,-1.0,0.7494
BNB/USDT,2022-08-21T04:00:00+00:00,9,0,8,1,-0.8889,0.9491
BNB/USDT,2022-08-21T08:00:00+00:00,3,2,0,1,0.6667,0.6992
BNB/USDT,2022-08-21T12:00:00+00:00,1,1,0,0,1.0,0.6357
BNB/USDT,2022-08-21T16:00:00+00:00,8,8,0,0,1.0,0.9852
BNB/USDT,2022-08-21T20:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-08-22T00:00:00+00:00,7,3,1,3,0.2857,0.628
BNB/USDT,2022-08-22T04:00:00+00:00,2,2,0,0,1.0,0.6142
BNB/USDT,2022-08-22T08:00:00+00:00,7,2,0,5,0.2857,0.9897
BNB/USDT,2022-08-22T12:00:00+00:00,4,4,0,0,1.0,0.5457
BNB/USDT,2022-08-22T16:00:00+00:00,3,0,1,2,-0.3333,0.7613
BNB/USDT,2022-08-22T20:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-08-23T00:00:00+00:00,3,1,0,2,0.3333,0.7928
BNB/USDT,2022-08-23T04:00:00+00:00,9,7,1,1,0.6667,0.5491
BNB/USDT,2022-08-23T08:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-08-23T12:00:00+00:00,5,5,0,0,1.0,0.5982
BNB/USDT,2022-08-23T16:00:00+00:00,1,1,0,0,1.0,0.738
BNB/USDT,2022-08-23T20:00:00+00:00,1,0,1,0,-1.0,0.65
BNB/USDT,2022-08-24T00:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-08-24T04:00:00+00:00,9,6,0,3,0.6667,0.86
BNB/USDT,2022-08-24T08:00:00+00:00,7,3,4,0,-0.1429,0.9029
BNB/USDT,2022-08-24T12:00:00+00:00,9,7,0,2,0.7778,0.6259
BNB/USDT,2022-08-24T16:00:00+00:00,6,4,1,1,0.5,0.7463
BNB/USDT,2022-08-24T20:00:00+00:00,2,1,1,0,0.0,0.7571
BNB/USDT,2022-08-25T00:00:00+00:00,10,4,2,4,0.2,0.9336
BNB/USDT,2022-08-25T04:00:00+00:00,3,2,1,0,0.3333,0.8389
BNB/USDT,2022-08-25T08:00:00+00:00,8,4,3,1,0.125,0.5557
BNB/USDT,2022-08-25T12:00:00+00:00,2,1,0,1,0.5,0.6596
BNB/USDT,2022-08-25T16:00:00+00:00,8,7,1,0,0.75,0.5816
BNB/USDT,2022-08-25T20:00:00+00:00,1,1,0,0,1.0,0.5473
BNB/USDT,2022-08-26T00:00:00+00:00,7,5,2,0,0.4286,0.8435
BNB/USDT,2022-08-26T04:00:00+00:00,2,0,0,2,0.0,0.8814
BNB/USDT,2022-08-26T08:00:00+00:00,3,2,1,0,0.3333,0.66
BNB/USDT,2022-08-26T12:00:00+00:00,8,7,0,1,0.875,0.8424
BNB/USDT,2022-08-26T16:00:00+00:00,9,3,4,2,-0.1111,0.8359
BNB/USDT,2022-08-26T20:00:00+00:00,5,1,1,3,0.0,0.8832
BNB/USDT,2022-08-27T00:00:00+00:00,2,0,2,0,-1.0,0.8313
BNB/USDT,2022-08-27T04:00:00+00:00,5,4,1,0,0.6,0.8267
BNB/USDT,2022-08-27T08:00:00+00:00,6,6,0,0,1.0,0.6144
BNB/USDT,2022-08-27T12:00:00+00:00,4,3,1,0,0.5,0.6854
BNB/USDT,2022-08-27T16:00:00+00:00,4,2,2,0,0.0,0.677
BNB/USDT,2022-08-27T20:00:00+00:00,5,3,1,1,0.4,0.7126
BNB/USDT,2022-08-28T00:00:00+00:00,6,6,0,0,1.0,0.5028
BNB/USDT,2022-08-28T04:00:00+00:00,6,0,3,3,-0.5,0.6768
BNB/USDT,2022-08-28T08:00:00+00:00,2,1,1,0,0.0,0.5097
BNB/USDT,2022-08-28T12:00:00+00:00,3,1,2,0,-0.3333,0.8583
BNB/USDT,2022-08-28T16:00:00+00:00,4,2,0,2,0.5,0.6609
BNB/USDT,2022-08-28T20:00:00+00:00,6,2,4,0,-0.3333,0.78
BNB/USDT,2022-08-29T00:00:00+00:00,3,1,2,0,-0.3333,0.7515
BNB/USDT,2022-08-29T04:00:00+00:00,4,0,0,4,0.0,0.6216
BNB/USDT,2022-08-29T08:00:00+00:00,5,5,0,0,1.0,0.9707
BNB/USDT,2022-08-29T12:00:00+00:00,9,7,0,2,0.7778,0.8906
BNB/USDT,2022-08-29T16:00:00+00:00,6,5,1,0,0.6667,0.6249
BNB/USDT,2022-08-29T20:00:00+00:00,9,9,0,0,1.0,0.5297
BNB/USDT,2022-08-30T00:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-08-30T04:00:00+00:00,10,5,2,3,0.3,0.7689
BNB/USDT,2022-08-30T08:00:00+00:00,7,4,0,3,0.5714,0.7359
BNB/USDT,2022-08-30T12:00:00+00:00,1,1,0,0,1.0,0.9122
BNB/USDT,2022-08-30T16:00:00+00:00,2,2,0,0,1.0,0.787
BNB/USDT,2022-08-30T20:00:00+00:00,8,1,7,0,-0.75,0.6226
BNB/USDT,2022-08-31T00:00:00+00:00,9,8,1,0,0.7778,0.7783
BNB/USDT,2022-08-31T04:00:00+00:00,4,0,1,3,-0.25,0.8861
BNB/USDT,2022-08-31T08:00:00+00:00,1,1,0,0,1.0,0.9526
BNB/USDT,2022-08-31T12:00:00+00:00,7,3,1,3,0.2857,0.6606
BNB/USDT,2022-08-31T16:00:00+00:00,3,3,0,0,1.0,0.6665
BNB/USDT,2022-08-31T20:00:00+00:00,10,4,2,4,0.2,0.8018
BNB/USDT,2022-09-01T00:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-01T04:00:00+00:00,2,0,2,0,-1.0,0.7054
BNB/USDT,2022-09-01T08:00:00+00:00,6,6,0,0,1.0,0.899
BNB/USDT,2022-09-01T12:00:00+00:00,8,0,8,0,-1.0,0.6867
BNB/USDT,2022-09-01T16:00:00+00:00,9,6,0,3,0.6667,0.9799
BNB/USDT,2022-09-01T20:00:00+00:00,5,4,1,0,0.6,0.6413
BNB/USDT,2022-09-02T00:00:00+00:00,5,5,0,0,1.0,0.8672
BNB/USDT,2022-09-02T04:00:00+00:00,9,1,8,0,-0.7778,0.8903
BNB/USDT,2022-09-02T08:00:00+00:00,8,2,6,0,-0.5,0.7568
BNB/USDT,2022-09-02T12:00:00+00:00,1,1,0,0,1.0,0.876
BNB/USDT,2022-09-02T16:00:00+00:00,10,6,2,2,0.4,0.7329
BNB/USDT,2022-09-02T20:00:00+00:00,2,2,0,0,1.0,0.5365
BNB/USDT,2022-09-03T00:00:00+00:00,10,9,1,0,0.8,0.727
BNB/USDT,2022-09-03T04:00:00+00:00,6,0,3,3,-0.5,0.7874
BNB/USDT,2022-09-03T08:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-03T12:00:00+00:00,9,6,0,3,0.6667,0.5043
BNB/USDT,2022-09-03T16:00:00+00:00,5,3,0,2,0.6,0.6294
BNB/USDT,2022-09-03T20:00:00+00:00,3,2,1,0,0.3333,0.8268
BNB/USDT,2022-09-04T00:00:00+00:00,3,2,0,1,0.6667,0.5944
BNB/USDT,2022-09-04T04:00:00+00:00,2,0,1,1,-0.5,0.5908
BNB/USDT,2022-09-04T08:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-04T12:00:00+00:00,8,0,2,6,-0.25,0.77
BNB/USDT,2022-09-04T16:00:00+00:00,1,1,0,0,1.0,0.9642
BNB/USDT,2022-09-04T20:00:00+00:00,10,3,3,4,0.0,0.6515
BNB/USDT,2022-09-05T00:00:00+00:00,6,2,1,3,0.1667,0.9682
BNB/USDT,2022-09-05T04:00:00+00:00,3,2,0,1,0.6667,0.5687
BNB/USDT,2022-09-05T08:00:00+00:00,7,1,6,0,-0.7143,0.974
BNB/USDT,2022-09-05T12:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-05T16:00:00+00:00,7,3,3,1,0.0,0.5246
BNB/USDT,2022-09-05T20:00:00+00:00,7,6,0,1,0.8571,0.6028
BNB/USDT,2022-09-06T00:00:00+00:00,6,4,0,2,0.6667,0.5464
BNB/USDT,2022-09-06T04:00:00+00:00,2,2,0,0,1.0,0.5814
BNB/USDT,2022-09-06T08:00:00+00:00,3,0,3,0,-1.0,0.8703
BNB/USDT,2022-09-06T12:00:00+00:00,5,5,0,0,1.0,0.7076
BNB/USDT,2022-09-06T16:00:00+00:00,3,0,2,1,-0.6667,0.739
BNB/USDT,2022-09-06T20:00:00+00:00,8,1,7,0,-0.75,0.5081
BNB/USDT,2022-09-07T00:00:00+00:00,6,6,0,0,1.0,0.7002
BNB/USDT,2022-09-07T04:00:00+00:00,1,1,0,0,1.0,0.9729
BNB/USDT,2022-09-07T08:00:00+00:00,1,1,0,0,1.0,0.6147
BNB/USDT,2022-09-07T12:00:00+00:00,1,1,0,0,1.0,0.5079
BNB/USDT,2022-09-07T16:00:00+00:00,4,2,0,2,0.5,0.5704
BNB/USDT,2022-09-07T20:00:00+00:00,3,1,2,0,-0.3333,0.5046
BNB/USDT,2022-09-08T00:00:00+00:00,8,2,1,5,0.125,0.8475
BNB/USDT,2022-09-08T04:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-08T08:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-08T12:00:00+00:00,9,3,6,0,-0.3333,0.8699
BNB/USDT,2022-09-08T16:00:00+00:00,4,2,2,0,0.0,0.7074
BNB/USDT,2022-09-08T20:00:00+00:00,2,1,0,1,0.5,0.5873
BNB/USDT,2022-09-09T00:00:00+00:00,8,2,5,1,-0.375,0.9047
BNB/USDT,2022-09-09T04:00:00+00:00,10,2,5,3,-0.3,0.9395
BNB/USDT,2022-09-09T08:00:00+00:00,1,0,0,1,0.0,0.7488
BNB/USDT,2022-09-09T12:00:00+00:00,4,3,1,0,0.5,0.9545
BNB/USDT,2022-09-09T16:00:00+00:00,4,4,0,0,1.0,0.5142
BNB/USDT,2022-09-09T20:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-10T00:00:00+00:00,5,0,3,2,-0.6,0.5171
BNB/USDT,2022-09-10T04:00:00+00:00,2,1,0,1,0.5,0.7697
BNB/USDT,2022-09-10T08:00:00+00:00,9,8,0,1,0.8889,0.5791
BNB/USDT,2022-09-10T12:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-10T16:00:00+00:00,5,1,0,4,0.2,0.7099
BNB/USDT,2022-09-10T20:00:00+00:00,1,0,1,0,-1.0,0.7322
BNB/USDT,2022-09-11T00:00:00+00:00,6,6,0,0,1.0,0.5672
BNB/USDT,2022-09-11T04:00:00+00:00,9,0,4,5,-0.4444,0.7381
BNB/USDT,2022-09-11T08:00:00+00:00,4,1,2,1,-0.25,0.8282
BNB/USDT,2022-09-11T12:00:00+00:00,5,4,0,1,0.8,0.7389
BNB/USDT,2022-09-11T16:00:00+00:00,9,3,1,5,0.2222,0.6097
BNB/USDT,2022-09-11T20:00:00+00:00,2,0,0,2,0.0,0.8296
BNB/USDT,2022-09-12T00:00:00+00:00,1,1,0,0,1.0,0.9435
BNB/USDT,2022-09-12T04:00:00+00:00,1,0,0,1,0.0,0.6253
BNB/USDT,2022-09-12T08:00:00+00:00,10,4,2,4,0.2,0.8552
BNB/USDT,2022-09-12T12:00:00+00:00,7,4,1,2,0.4286,0.664
BNB/USDT,2022-09-12T16:00:00+00:00,5,5,0,0,1.0,0.7897
BNB/USDT,2022-09-12T20:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-13T00:00:00+00:00,6,5,0,1,0.8333,0.8971
BNB/USDT,2022-09-13T04:00:00+00:00,2,0,0,2,0.0,0.8173
BNB/USDT,2022-09-13T08:00:00+00:00,3,1,1,1,0.0,0.6613
BNB/USDT,2022-09-13T12:00:00+00:00,9,7,1,1,0.6667,0.9288
BNB/USDT,2022-09-13T16:00:00+00:00,3,3,0,0,1.0,0.9963
BNB/USDT,2022-09-13T20:00:00+00:00,7,4,3,0,0.1429,0.5589
BNB/USDT,2022-09-14T00:00:00+00:00,4,4,0,0,1.0,0.6686
BNB/USDT,2022-09-14T04:00:00+00:00,2,1,1,0,0.0,0.9035
BNB/USDT,2022-09-14T08:00:00+00:00,7,7,0,0,1.0,0.834
BNB/USDT,2022-09-14T12:00:00+00:00,5,4,1,0,0.6,0.5316
BNB/USDT,2022-09-14T16:00:00+00:00,5,3,2,0,0.2,0.5127
BNB/USDT,2022-09-14T20:00:00+00:00,8,2,0,6,0.25,0.6136
BNB/USDT,2022-09-15T00:00:00+00:00,7,1,0,6,0.1429,0.7752
BNB/USDT,2022-09-15T04:00:00+00:00,4,1,2,1,-0.25,0.6535
BNB/USDT,2022-09-15T08:00:00+00:00,6,4,0,2,0.6667,0.9831
BNB/USDT,2022-09-15T12:00:00+00:00,8,2,3,3,-0.125,0.91
BNB/USDT,2022-09-15T16:00:00+00:00,8,3,1,4,0.25,0.92
BNB/USDT,2022-09-15T20:00:00+00:00,3,0,1,2,-0.3333,0.8667
BNB/USDT,2022-09-16T00:00:00+00:00,5,4,0,1,0.8,0.7814
BNB/USDT,2022-09-16T04:00:00+00:00,8,8,0,0,1.0,0.9001
BNB/USDT,2022-09-16T08:00:00+00:00,5,4,0,1,0.8,0.8468
BNB/USDT,2022-09-16T12:00:00+00:00,8,2,2,4,0.0,0.5794
BNB/USDT,2022-09-16T16:00:00+00:00,10,2,3,5,-0.1,0.9216
BNB/USDT,2022-09-16T20:00:00+00:00,2,2,0,0,1.0,0.9291
BNB/USDT,2022-09-17T00:00:00+00:00,4,0,3,1,-0.75,0.6482
BNB/USDT,2022-09-17T04:00:00+00:00,8,6,1,1,0.625,0.734
BNB/USDT,2022-09-17T08:00:00+00:00,2,2,0,0,1.0,0.5002
BNB/USDT,2022-09-17T12:00:00+00:00,4,4,0,0,1.0,0.6044
BNB/USDT,2022-09-17T16:00:00+00:00,9,9,0,0,1.0,0.5296
BNB/USDT,2022-09-17T20:00:00+00:00,6,1,1,4,0.0,0.7405
BNB/USDT,2022-09-18T00:00:00+00:00,2,0,1,1,-0.5,0.8932
BNB/USDT,2022-09-18T04:00:00+00:00,10,6,3,1,0.3,0.7957
BNB/USDT,2022-09-18T08:00:00+00:00,3,2,0,1,0.6667,0.6132
BNB/USDT,2022-09-18T12:00:00+00:00,4,1,3,0,-0.5,0.5617
BNB/USDT,2022-09-18T16:00:00+00:00,9,2,3,4,-0.1111,0.7217
BNB/USDT,2022-09-18T20:00:00+00:00,10,4,6,0,-0.2,0.6637
BNB/USDT,2022-09-19T00:00:00+00:00,10,1,8,1,-0.7,0.6556
BNB/USDT,2022-09-19T04:00:00+00:00,1,1,0,0,1.0,0.8302
BNB/USDT,2022-09-19T08:00:00+00:00,4,0,4,0,-1.0,0.8715
BNB/USDT,2022-09-19T12:00:00+00:00,7,2,0,5,0.2857,0.9401
BNB/USDT,2022-09-19T16:00:00+00:00,5,2,0,3,0.4,0.6908
BNB/USDT,2022-09-19T20:00:00+00:00,4,0,3,1,-0.75,0.713
BNB/USDT,2022-09-20T00:00:00+00:00,2,2,0,0,1.0,0.8792
BNB/USDT,2022-09-20T04:00:00+00:00,3,0,0,3,0.0,0.9988
BNB/USDT,2022-09-20T08:00:00+00:00,9,9,0,0,1.0,0.6206
BNB/USDT,2022-09-20T12:00:00+00:00,10,7,3,0,0.4,0.7108
BNB/USDT,2022-09-20T16:00:00+00:00,10,1,4,5,-0.3,0.9212
BNB/USDT,2022-09-20T20:00:00+00:00,4,2,2,0,0.0,0.7539
BNB/USDT,2022-09-21T00:00:00+00:00,6,5,1,0,0.6667,0.9915
BNB/USDT,2022-09-21T04:00:00+00:00,1,0,0,1,0.0,0.8565
BNB/USDT,2022-09-21T08:00:00+00:00,7,3,4,0,-0.1429,0.7475
BNB/USDT,2022-09-21T12:00:00+00:00,9,6,2,1,0.4444,0.552
BNB/USDT,2022-09-21T16:00:00+00:00,7,6,1,0,0.7143,0.5211
BNB/USDT,2022-09-21T20:00:00+00:00,1,0,0,1,0.0,0.5587
BNB/USDT,2022-09-22T00:00:00+00:00,3,2,1,0,0.3333,0.9076
BNB/USDT,2022-09-22T04:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-22T08:00:00+00:00,5,5,0,0,1.0,0.9261
BNB/USDT,2022-09-22T12:00:00+00:00,9,8,0,1,0.8889,0.9701
BNB/USDT,2022-09-22T16:00:00+00:00,10,6,0,4,0.6,0.608
BNB/USDT,2022-09-22T20:00:00+00:00,2,0,2,0,-1.0,0.973
BNB/USDT,2022-09-23T00:00:00+00:00,1,1,0,0,1.0,0.9009
BNB/USDT,2022-09-23T04:00:00+00:00,7,4,2,1,0.2857,0.9092
BNB/USDT,2022-09-23T08:00:00+00:00,5,2,1,2,0.2,0.6383
BNB/USDT,2022-09-23T12:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-23T16:00:00+00:00,5,3,2,0,0.2,0.9955
BNB/USDT,2022-09-23T20:00:00+00:00,4,1,1,2,0.0,0.7792
BNB/USDT,2022-09-24T00:00:00+00:00,8,5,3,0,0.25,0.8767
BNB/USDT,2022-09-24T04:00:00+00:00,2,1,0,1,0.5,0.6669
BNB/USDT,2022-09-24T08:00:00+00:00,9,8,0,1,0.8889,0.6583
BNB/USDT,2022-09-24T12:00:00+00:00,4,0,0,4,0.0,0.8197
BNB/USDT,2022-09-24T16:00:00+00:00,5,4,1,0,0.6,0.8197
BNB/USDT,2022-09-24T20:00:00+00:00,6,1,2,3,-0.1667,0.928
BNB/USDT,2022-09-25T00:00:00+00:00,7,5,1,1,0.5714,0.9029
BNB/USDT,2022-09-25T04:00:00+00:00,5,1,1,3,0.0,0.6614
BNB/USDT,2022-09-25T08:00:00+00:00,1,0,1,0,-1.0,0.9544
BNB/USDT,2022-09-25T12:00:00+00:00,10,8,1,1,0.7,0.8784
BNB/USDT,2022-09-25T16:00:00+00:00,8,2,3,3,-0.125,0.8092
BNB/USDT,2022-09-25T20:00:00+00:00,1,0,0,1,0.0,0.5453
BNB/USDT,2022-09-26T00:00:00+00:00,9,6,2,1,0.4444,0.5729
BNB/USDT,2022-09-26T04:00:00+00:00,5,4,1,0,0.6,0.6984
BNB/USDT,2022-09-26T08:00:00+00:00,6,0,6,0,-1.0,0.978
BNB/USDT,2022-09-26T12:00:00+00:00,4,4,0,0,1.0,0.6619
BNB/USDT,2022-09-26T16:00:00+00:00,3,3,0,0,1.0,0.623
BNB/USDT,2022-09-26T20:00:00+00:00,2,2,0,0,1.0,0.5132
BNB/USDT,2022-09-27T00:00:00+00:00,3,1,0,2,0.3333,0.9376
BNB/USDT,2022-09-27T04:00:00+00:00,7,3,1,3,0.2857,0.5062
BNB/USDT,2022-09-27T08:00:00+00:00,3,0,3,0,-1.0,0.919
BNB/USDT,2022-09-27T12:00:00+00:00,6,4,2,0,0.3333,0.9992
BNB/USDT,2022-09-27T16:00:00+00:00,3,3,0,0,1.0,0.924
BNB/USDT,2022-09-27T20:00:00+00:00,9,6,3,0,0.3333,0.8734
BNB/USDT,2022-09-28T00:00:00+00:00,5,2,3,0,-0.2,0.6851
BNB/USDT,2022-09-28T04:00:00+00:00,3,2,1,0,0.3333,0.5385
BNB/USDT,2022-09-28T08:00:00+00:00,2,1,0,1,0.5,0.8978
BNB/USDT,2022-09-28T12:00:00+00:00,9,2,1,6,0.1111,0.9905
BNB/USDT,2022-09-28T16:00:00+00:00,8,7,1,0,0.75,0.5524
BNB/USDT,2022-09-28T20:00:00+00:00,9,3,5,1,-0.2222,0.6742
BNB/USDT,2022-09-29T00:00:00+00:00,10,8,0,2,0.8,0.7326
BNB/USDT,2022-09-29T04:00:00+00:00,9,0,7,2,-0.7778,0.8094
BNB/USDT,2022-09-29T08:00:00+00:00,7,6,0,1,0.8571,0.9766
BNB/USDT,2022-09-29T12:00:00+00:00,2,0,2,0,-1.0,0.7242
BNB/USDT,2022-09-29T16:00:00+00:00,10,0,5,5,-0.5,0.7383
BNB/USDT,2022-09-29T20:00:00+00:00,2,0,2,0,-1.0,0.6772
BNB/USDT,2022-09-30T00:00:00+00:00,4,4,0,0,1.0,0.9737
BNB/USDT,2022-09-30T04:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-09-30T08:00:00+00:00,9,7,1,1,0.6667,0.8521
BNB/USDT,2022-09-30T12:00:00+00:00,2,1,0,1,0.5,0.8309
BNB/USDT,2022-09-30T16:00:00+00:00,4,4,0,0,1.0,0.6653
BNB/USDT,2022-09-30T20:00:00+00:00,9,8,1,0,0.7778,0.5721
BNB/USDT,2022-10-01T00:00:00+00:00,8,5,0,3,0.625,0.9854
BNB/USDT,2022-10-01T04:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-10-01T08:00:00+00:00,5,4,0,1,0.8,0.8873
BNB/USDT,2022-10-01T12:00:00+00:00,1,0,1,0,-1.0,0.8652
BNB/USDT,2022-10-01T16:00:00+00:00,3,1,2,0,-0.3333,0.8869
BNB/USDT,2022-10-01T20:00:00+00:00,2,0,0,2,0.0,0.8247
BNB/USDT,2022-10-02T00:00:00+00:00,7,1,2,4,-0.1429,0.5446
BNB/USDT,2022-10-02T04:00:00+00:00,6,4,2,0,0.3333,0.9745
BNB/USDT,2022-10-02T08:00:00+00:00,6,6,0,0,1.0,0.6906
BNB/USDT,2022-10-02T12:00:00+00:00,7,2,2,3,0.0,0.5915
BNB/USDT,2022-10-02T16:00:00+00:00,4,2,0,2,0.5,0.8536
BNB/USDT,2022-10-02T20:00:00+00:00,4,3,0,1,0.75,0.5923
BNB/USDT,2022-10-03T00:00:00+00:00,6,1,1,4,0.0,0.6756
BNB/USDT,2022-10-03T04:00:00+00:00,10,10,0,0,1.0,0.6699
BNB/USDT,2022-10-03T08:00:00+00:00,1,1,0,0,1.0,0.9397
BNB/USDT,2022-10-03T12:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-10-03T16:00:00+00:00,8,0,5,3,-0.625,0.5477
BNB/USDT,2022-10-03T20:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-10-04T00:00:00+00:00,8,0,0,8,0.0,0.6634
BNB/USDT,2022-10-04T04:00:00+00:00,4,0,4,0,-1.0,0.7817
BNB/USDT,2022-10-04T08:00:00+00:00,1,0,0,1,0.0,0.8182
BNB/USDT,2022-10-04T12:00:00+00:00,7,2,4,1,-0.2857,0.6092
BNB/USDT,2022-10-04T16:00:00+00:00,5,0,5,0,-1.0,0.9563
BNB/USDT,2022-10-04T20:00:00+00:00,9,5,4,0,0.1111,0.5885
BNB/USDT,2022-10-05T00:00:00+00:00,7,2,4,1,-0.2857,0.5744
BNB/USDT,2022-10-05T04:00:00+00:00,7,0,0,7,0.0,0.9676
BNB/USDT,2022-10-05T08:00:00+00:00,1,1,0,0,1.0,0.5539
BNB/USDT,2022-10-05T12:00:00+00:00,10,2,8,0,-0.6,0.5837
BNB/USDT,2022-10-05T16:00:00+00:00,1,1,0,0,1.0,0.8018
BNB/USDT,2022-10-05T20:00:00+00:00,9,5,3,1,0.2222,0.9643
BNB/USDT,2022-10-06T00:00:00+00:00,8,6,1,1,0.625,0.972
BNB/USDT,2022-10-06T04:00:00+00:00,10,8,0,2,0.8,0.6692
BNB/USDT,2022-10-06T08:00:00+00:00,5,1,1,3,0.0,0.9802
BNB/USDT,2022-10-06T12:00:00+00:00,7,3,3,1,0.0,0.5208
BNB/USDT,2022-10-06T16:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-10-06T20:00:00+00:00,7,1,6,0,-0.7143,0.7599
BNB/USDT,2022-10-07T00:00:00+00:00,10,10,0,0,1.0,0.9559
BNB/USDT,2022-10-07T04:00:00+00:00,9,9,0,0,1.0,0.8785
BNB/USDT,2022-10-07T08:00:00+00:00,10,3,4,3,-0.1,0.6602
BNB/USDT,2022-10-07T12:00:00+00:00,7,3,2,2,0.1429,0.9721
BNB/USDT,2022-10-07T16:00:00+00:00,6,3,3,0,0.0,0.6885
BNB/USDT,2022-10-07T20:00:00+00:00,7,0,7,0,-1.0,0.5522
BNB/USDT,2022-10-08T00:00:00+00:00,8,7,1,0,0.75,0.6529
BNB/USDT,2022-10-08T04:00:00+00:00,4,0,4,0,-1.0,0.9156
BNB/USDT,2022-10-08T08:00:00+00:00,3,0,2,1,-0.6667,0.946
BNB/USDT,2022-10-08T12:00:00+00:00,9,8,0,1,0.8889,0.8205
BNB/USDT,2022-10-08T16:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-10-08T20:00:00+00:00,8,0,0,8,0.0,0.9834
BNB/USDT,2022-10-09T00:00:00+00:00,6,1,2,3,-0.1667,0.9821
BNB/USDT,2022-10-09T04:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-10-09T08:00:00+00:00,10,6,4,0,0.2,0.762
BNB/USDT,2022-10-09T12:00:00+00:00,2,2,0,0,1.0,0.8406
BNB/USDT,2022-10-09T16:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-10-09T20:00:00+00:00,3,0,3,0,-1.0,0.975
BNB/USDT,2022-10-10T00:00:00+00:00,3,2,0,1,0.6667,0.857
BNB/USDT,2022-10-10T04:00:00+00:00,7,3,4,0,-0.1429,0.8202
BNB/USDT,2022-10-10T08:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-10-10T12:00:00+00:00,0,0,0,0,0.0,0.0
BNB/USDT,2022-10-10T16:00:00+00:00,6,1,5,0,-0.6667,0.5582
BNB/USDT,2022-10-10T20:00:00+00:00,4,0,1,3,-0.25,0.8298
BNB/USDT,2022-10-11T00:00:00+00:00,5,1,3,1,-0.4,0.9133
BNB/USDT,2022-10-11T04:00:00+00:00,5,3,0,2,0.6,0.578
BNB/USDT,2022-10-11T08:00:00+00:00,9,3,4,2,-0.1111,0.8343
BNB/USDT,2022-10-11T12:00:00+00:00,6,5,1,0,0.6667,0.6024
BNB/USDT,2022-10-11T16:00:00+00:00,10,4,3,3,0.1,0.8451
BNB/USDT,2022-10-11T20:00:00+00:00,6,6,0,0,1.0,0.6886
BNB/USDT,2022-10-12T00:00:00+00:00,3,3,0,0,1.0,0.8001
BNB/USDT,2022-10-12T04:00:00+00:00,10,6,0,4,0.6,0.848
BNB/USDT,2022-10-12T08:00:00+00:00,7,2,5,0,-0.4286,0.8447
BNB/USDT,2022-10-12T12:00:00+00:00,1,0,0,1,0.0,0.5795
BNB/USDT,2022-10-12T16:00:00+00:00,7,1,1,5,0.0,0.7685
BNB/USDT,2022-10-12T20:00:00+00:00,2,2,0,0,1.0,0.9777
BNB/USDT,2022-10-13T00:00:00+00:00,6,2,4,0,-0.3333,0.6432
BNB/USDT,2022-10-13T04:00:00+00:00,9,4,0,5,0.4444,0.8805
BNB/USDT,2022-10-13T08:00:00+00:00,6,6,0,0,1.0,0.9751
